review,sentiment
"The sandwich was filled with mayonnaise
Taste can be improved",0
"We ordered all American burger and sandwiches it was not cooked properly The taste was bad
Dont ever order from this place
Its too pricey too",0
Why not delivering in roopena agrahara near to silk board side  You will more consumers from here  kindly reply we are looking to hear from you,0
too bad taste,0
order not delivered,0
Bad taste,0
"My goto place for an English breakkie at bangalore
Their hash browns and bacon are absolutely divine
I love their French toast and the pan cakes",1
good,1
Food is very yummy and tasty Serving facilities are also very good Very nice and spacious restaurant Healthy place to visit with family,1
Their shawarma is the best Havent really tried any other dishes of theirs yet Quantity is pretty less compared to the prices An average place,1
Odered grilled sandwich and they gave toasted bread with uncooked cheese inside,0
Ordered garlic rice with kadai panner Food was inedible They share fake post by them self for a hype Waste of time n money Eat at ur own risk,0
nt worth,0
great,1
thick crust looks like thin crust,0
"Visited this place twice already and love the pastries here
Ambience is 50
Pastries 50
Food 4
Service 4

Service can improve a bit So overall 45",1
too late,0
Nice little cafe Very friendly staff Food is nice as well Would recommend baba black sheep burger as well as white truffle cafe in desserts,1
I m really happy with the food Its a really good Not that expensive Everything I ordered had good quantity The place look really pretty,1
worst packing ever would never want to eat from this place again your rating was good and i thought it be worth ordering but extremly dissapointed,0
good,1
Loved the classy ambience and their mocha with cream its one of the best Should drop by for anytime coffee and very courteous staff,1
"Reasonable rates and good food  the salsa sauce served with Nachos is damn yuummm
The staff is too CoOperative
Recommend for short eats ",1
"Best food
Great service
Best part is these guys serve Indian combos as well And which are yummy too They hv enough space and great service",1
The burger didnt contained cheese at all,0
Worst hot chocolate in the history Please dont name it Dark Chocolate Theres nothing chocolate about it let alone Dark Chocolate,0
"The sandwich was filled with mayonnaise
Taste can be improved",0
Worst food that I have ever ate garlic bread was not cooked pizza was not cooked properly,0
It was non spicy,0
"As I entered this store with my friend s Awesome place and biriyani was very tasty and yummu 
Ambience was really great
Nice place overall",1
Ordered garlic rice with kadai panner Food was inedible They share fake post by them self for a hype Waste of time n money Eat at ur own risk,0
They sent some other product,0
Potato wedges taste too good,1
awesome food and great delivery,1
I dont know why ccd has not put any tissue paper,1
awesome,1
very good quality and quantity you can go for this restaurant,1
Shubhankar is a nice good server The place is amazing with good food and music I will surely come back again As I have visited this place twice,1
not bad,0
,1
Great ambience and decor Food tastes amazing Burgers Coffee and desserts tastes so great they will trigger you visit the restaurant again,1
Good quality food The dosa and chicken curry is yummy The dosa and veg curry is yummier Overall good food Consistent quality Keep it up guys,1
ordered medium but received small,0
too late,0
Quite quiet and peaceful to work in They have really good cheesecake in a jar and pita with hummus Service is good although not the best,1
non veg smell in veg food,0
Nice,1
Great place its a bunglow house converted into a nurceryantique shopcafe The plant collection in the nurcery is amazing and food also is great,1
it got delieverd very late because food was totally cold  nachos n burger was spoiled totally,0
Items missing in the order Poor quality Worst experience,0
good,1
"Really good approach towards customers Drinks and food really tasty
Good ambiance and music  and good service as well 
Must visit once ",1
not moneys worth at all,0
peri peri fries were not as usual,0
"Awesome food and nominal price
Been there for dinner and almost all the food were delicious
Try specially garlic chicken and triple schezwan rice",1
wet n worst food worst food of my life,0
nachos was of bad taste n smelled oil and pizza was ook,0
the choco lava cake was cold very disappointing,0
The Ice cream wasnt even cold it was warm,0
Great place its a bunglow house converted into a nurceryantique shopcafe The plant collection in the nurcery is amazing and food also is great,1
Disappointing place for a Hookah parlour Needs a serious makeover with menu and ambience Food seems pretty OK but the portions are very small,0
gd,1
Great ambience and decor Food tastes amazing Burgers Coffee and desserts tastes so great they will trigger you visit the restaurant again,1
Awesome ambience and food Delicious omelettes and sandwiches at quite affordable prices Staff are friendly Best avocado smoothie I have ever had,1
"The sandwich was filled with mayonnaise
Taste can be improved",0
the food wasnt good,0
the food was very bad,0
bad Patty was spoiled it smelled bad and shake was just water and a Oreo thrown in it,0
Food is not so delicious I expected more but it dissapointed me,0
Good food and hookah  Very pocket friendly and a fun spot to hang out in Btm layout Interiors are simple and nice Good staff and nice service,1
"This is one great place for english breakfast which I am surprised that I missed out some how for so long
Very good food
Nice service
Nice place",1
Very nice food Ambience is also very calm Loved the white sauce pasta and the veg indian meal The location of the restaurant is also apt,1
